100,1,17,1,6,1,1,6,1,1,0.1,0.1,0.1,1,1,3,1,3,4.6037,3,3,1,1,1.5897e+05,1.5897e+05,1.5897e+05,1.5897e+05,0.9358,2
100,1,18,2,6,2,1,6,1,1,0.1,0.1,0.1,2,1,1,2,2,5.745,1,3,0,0,1.5897e+05,1.5898e+05,1.5898e+05,1.5898e+05,0.2558,2
100,1,19,3,12,3,2,12,1,1,0.1,0.1,0.1,1,2,1,1,2,7.5049,1,1,1,1,1.5901e+05,1.5902e+05,1.5902e+05,1.5902e+05,1.0958,3
100,1,20,4,12,4,2,12,1,1,0.1,0.1,0.1,2,2,1,2,2,22.702,1,1,1,0,1.5902e+05,1.5904e+05,1.5904e+05,1.5904e+05,0.3458,3
100,1,21,5,18,5,3,18,1,1,0.1,0.1,0.1,1,2,3,1,3,5.9468,3,2,0,0,1.5908e+05,1.5909e+05,1.5909e+05,1.5909e+05,0.6458,1
100,1,22,6,18,6,3,18,1,1,0.1,0.1,0.1,2,2,2,2,3,2.4638,2,2,1,1,1.5909e+05,1.5909e+05,1.5909e+05,1.5909e+05,0.4658,1
100,1,23,7,24,7,4,24,1,1,0.1,0.1,0.1,1,2,3,2,3,3.262,3,3,1,0,1.5911e+05,1.5912e+05,1.5912e+05,1.5912e+05,0.3458,2
100,1,24,8,24,8,4,24,1,1,0.1,0.1,0.1,2,2,3,1,3,3.5769,3,3,1,1,1.5912e+05,1.5912e+05,1.5912e+05,1.5912e+05,0.3958,2
100,1,25,9,30,9,5,30,1,1,0.1,0.1,0.1,1,2,1,2,3,5.4304,1,1,1,0,1.5914e+05,1.5914e+05,1.5914e+05,1.5915e+05,1.7858,3
100,1,26,10,30,10,5,30,1,1,0.1,0.1,0.1,2,2,1,1,2,5.8354,1,1,1,1,1.5915e+05,1.5915e+05,1.5915e+05,1.5915e+05,0.5458,3
100,1,27,11,36,11,6,6,2,2,0.1,0.1,0.1,1,2,3,1,3,3.1765,3,3,1,1,1.5917e+05,1.5918e+05,1.5918e+05,1.5918e+05,0.9558,1
100,1,28,12,36,12,6,6,2,2,0.1,0.1,0.1,2,2,2,2,2,1.7099,2,2,1,0,1.5918e+05,1.5918e+05,1.5918e+05,1.5918e+05,0.8458,1
100,1,29,13,42,13,7,12,2,2,0.1,0.1,0.1,1,2,1,2,1,3.5783,1,1,1,0,1.592e+05,1.592e+05,1.592e+05,1.592e+05,1.9458,2
100,1,30,14,42,14,7,12,2,2,0.1,0.1,0.1,2,2,3,1,1,4.7363,3,3,1,1,1.5921e+05,1.5921e+05,1.5921e+05,1.5921e+05,0.4858,2
100,1,31,15,48,15,8,18,2,2,0.1,0.1,0.1,1,2,1,2,2,2.5093,1,1,1,1,1.5923e+05,1.5923e+05,1.5923e+05,1.5924e+05,0.2858,3
100,1,32,16,48,16,8,18,2,2,0.1,0.1,0.1,2,2,2,1,3,1.9047,2,2,1,0,1.5924e+05,1.5924e+05,1.5924e+05,1.5924e+05,0.6858,3
100,1,33,17,54,17,9,6,3,1,0.1,0.1,0.1,1,2,2,1,2,3.6232,2,2,1,1,1.5926e+05,1.5926e+05,1.5926e+05,1.5926e+05,0.5658,1
100,1,34,18,54,18,9,6,3,1,0.1,0.1,0.1,2,2,2,2,2,3.1959,2,2,1,0,1.5926e+05,1.5927e+05,1.5927e+05,1.5927e+05,0.9358,1
100,1,35,19,60,19,10,12,3,1,0.1,0.1,0.1,1,2,3,2,3,3.0578,3,3,1,0,1.593e+05,1.593e+05,1.593e+05,1.593e+05,0.4058,2
100,1,36,20,60,20,10,12,3,1,0.1,0.1,0.1,2,2,3,1,3,3.187,3,3,1,1,1.593e+05,1.593e+05,1.593e+05,1.5931e+05,0.3458,2
100,1,37,21,66,21,11,18,3,1,0.1,0.1,0.1,1,3,1,2,2,10.39,1,1,1,0,1.5934e+05,1.5935e+05,1.5935e+05,1.5935e+05,0.4858,3
100,1,38,22,66,22,11,18,3,1,0.1,0.1,0.1,2,3,1,1,1,3.1293,1,1,1,1,1.5935e+05,1.5935e+05,1.5935e+05,1.5935e+05,0.2858,3
