100,1,18,2,6,1,6,1,1,1,1,1,2.6526,1,1,1,0,1.5898e+05,1.5898e+05,1.5898e+05,1.5898e+05
100,1,20,4,12,2,12,1,1,2,2,1,9.3496,2,1,0,0,1.5904e+05,1.5905e+05,1.5905e+05,1.5905e+05
100,1,22,6,18,3,18,1,1,2,2,2,1.4773,2,1,0,0,1.5909e+05,1.591e+05,1.591e+05,1.591e+05
100,1,24,8,24,4,24,1,1,2,1,2,1.2773,1,1,1,0,1.5912e+05,1.5913e+05,1.5913e+05,1.5913e+05
100,1,26,10,30,5,30,1,1,2,1,1,0.82414,1,1,1,0,1.5915e+05,1.5916e+05,1.5916e+05,1.5916e+05
100,1,28,12,36,6,6,2,2,2,2,2,1.2359,2,2,1,0,1.5918e+05,1.5918e+05,1.5918e+05,1.5918e+05
100,1,30,14,42,7,12,2,2,2,2,2,3.5484,2,2,1,0,1.5921e+05,1.5922e+05,1.5922e+05,1.5922e+05
100,1,32,16,48,8,18,2,2,2,2,2,1.6682,2,2,1,0,1.5924e+05,1.5924e+05,1.5924e+05,1.5924e+05
100,1,34,18,54,9,6,3,1,2,1,2,0.83419,1,1,1,0,1.5927e+05,1.5927e+05,1.5927e+05,1.5927e+05
100,1,36,20,60,10,12,3,1,2,1,2,1.345,1,1,1,0,1.5931e+05,1.5931e+05,1.5931e+05,1.5931e+05
100,1,38,22,66,11,18,3,1,3,1,2,0.82044,1,1,1,0,1.5935e+05,1.5935e+05,1.5935e+05,1.5936e+05
100,1,40,24,72,12,24,3,1,1,1,1,1.3748,1,1,1,0,1.5941e+05,1.5941e+05,1.5941e+05,1.5941e+05
100,1,42,26,78,13,30,3,1,2,1,1,1.0623,1,1,1,0,1.5946e+05,1.5946e+05,1.5946e+05,1.5946e+05
100,1,44,28,84,14,36,3,1,2,1,1,1.0776,1,1,1,0,1.595e+05,1.595e+05,1.595e+05,1.595e+05
100,2,46,30,6,1,6,1,2,1,2,2,1.0743,2,2,1,0,1.5966e+05,1.5966e+05,1.5966e+05,1.5966e+05
100,2,48,32,12,2,12,1,2,2,2,1,1.1752,2,2,1,0,1.5969e+05,1.5969e+05,1.5969e+05,1.5969e+05
100,2,50,34,18,3,18,1,2,3,2,2,1.2591,2,2,1,0,1.5974e+05,1.5974e+05,1.5974e+05,1.5974e+05
100,2,52,36,24,4,24,1,2,3,2,2,1.8289,2,2,1,0,1.5978e+05,1.5978e+05,1.5978e+05,1.5978e+05
100,2,54,38,30,5,30,1,2,3,2,1,0.7688,2,2,1,0,1.5983e+05,1.5983e+05,1.5983e+05,1.5983e+05
100,2,56,40,36,6,36,1,2,1,2,1,1.6977,2,2,1,0,1.5988e+05,1.5988e+05,1.5988e+05,1.5988e+05
100,2,58,42,42,7,42,1,2,3,2,1,0.70667,2,2,1,0,1.5993e+05,1.5993e+05,1.5993e+05,1.5993e+05
100,2,60,44,48,8,6,2,1,3,1,1,2.0228,1,1,1,0,1.5999e+05,1.5999e+05,1.5999e+05,1.6e+05
100,2,62,46,54,9,12,2,1,2,1,2,1.4552,1,1,1,0,1.6004e+05,1.6004e+05,1.6004e+05,1.6004e+05
100,2,64,48,60,10,18,2,1,2,1,2,1.5101,1,1,1,0,1.6012e+05,1.6012e+05,1.6012e+05,1.6012e+05
100,2,66,50,66,11,24,2,1,2,1,2,1.7557,1,1,1,0,1.6019e+05,1.6019e+05,1.6019e+05,1.6019e+05
100,2,68,52,72,12,6,3,2,2,2,1,0.87144,2,2,1,0,1.6023e+05,1.6023e+05,1.6023e+05,1.6023e+05
100,2,70,54,78,13,12,3,2,1,2,2,1.8839,2,2,1,0,1.6027e+05,1.6027e+05,1.6027e+05,1.6027e+05
100,2,72,56,84,14,18,3,2,3,2,1,1.011,2,2,1,0,1.6032e+05,1.6032e+05,1.6032e+05,1.6032e+05
100,2,74,58,90,15,24,3,2,3,2,2,0.98181,2,2,1,0,1.6055e+05,1.6055e+05,1.6055e+05,1.6055e+05
100,2,76,60,96,16,30,3,2,1,2,1,0.92571,2,2,1,0,1.606e+05,1.606e+05,1.606e+05,1.606e+05
100,3,78,62,6,1,6,1,1,2,1,1,1.079,1,1,1,0,1.6107e+05,1.6107e+05,1.6107e+05,1.6107e+05
100,3,80,64,12,2,12,1,1,2,1,2,1.6449,1,1,1,0,1.6117e+05,1.6117e+05,1.6117e+05,1.6117e+05
100,3,82,66,18,3,18,1,1,3,1,1,0.84146,1,1,1,0,1.6123e+05,1.6123e+05,1.6123e+05,1.6123e+05
100,3,84,68,24,4,24,1,1,2,1,2,1.192,1,1,1,0,1.6127e+05,1.6127e+05,1.6127e+05,1.6127e+05
100,3,86,70,30,5,30,1,1,1,1,1,2.013,1,1,1,0,1.6134e+05,1.6134e+05,1.6134e+05,1.6134e+05
100,3,88,72,36,6,6,2,2,2,2,1,0.79592,2,2,1,0,1.6138e+05,1.6138e+05,1.6138e+05,1.6138e+05
100,3,90,74,42,7,12,2,2,3,2,2,1.4882,2,2,1,0,1.6144e+05,1.6144e+05,1.6144e+05,1.6145e+05
100,3,92,76,48,8,18,2,2,2,2,1,1.1985,2,2,1,0,1.6169e+05,1.6169e+05,1.6169e+05,1.617e+05
100,3,94,78,54,9,24,2,2,1,2,1,0.93329,2,2,1,0,1.6189e+05,1.6189e+05,1.6189e+05,1.619e+05
100,3,96,80,60,10,30,2,2,3,2,2,2.9852,2,2,1,0,1.6205e+05,1.6205e+05,1.6205e+05,1.6205e+05
100,3,98,82,66,11,6,3,1,1,1,1,0.93551,1,1,1,0,1.621e+05,1.6211e+05,1.6211e+05,1.6211e+05
100,3,100,84,72,12,12,3,1,2,1,2,1.8204,1,1,1,0,1.6228e+05,1.6228e+05,1.6228e+05,1.6228e+05
100,3,102,86,78,13,18,3,1,2,1,1,0.8757,1,1,1,0,1.6231e+05,1.6231e+05,1.6231e+05,1.6231e+05
100,4,104,88,6,1,6,1,2,1,1,2,1.0358,1,2,0,0,1.6287e+05,1.6287e+05,1.6287e+05,1.6287e+05
100,4,106,90,12,2,12,1,2,2,1,2,0.97676,1,2,0,0,1.6292e+05,1.6292e+05,1.6292e+05,1.6292e+05
100,4,108,92,18,3,18,1,2,2,1,1,1.5041,1,2,0,0,1.6298e+05,1.6298e+05,1.6298e+05,1.6298e+05
100,4,110,94,24,4,24,1,2,2,2,2,1.0933,2,2,1,0,1.6301e+05,1.6301e+05,1.6301e+05,1.6301e+05
100,4,112,96,30,5,6,2,1,1,1,1,0.97632,1,1,1,0,1.6305e+05,1.6305e+05,1.6305e+05,1.6305e+05
100,4,114,98,36,6,12,2,1,2,1,1,0.6461,1,1,1,0,1.6313e+05,1.6313e+05,1.6313e+05,1.6313e+05
100,4,116,100,42,7,18,2,1,3,1,2,1.6876,1,1,1,0,1.6322e+05,1.6322e+05,1.6322e+05,1.6322e+05
100,4,118,102,48,8,24,2,1,3,1,1,1.0812,1,1,1,0,1.6326e+05,1.6326e+05,1.6326e+05,1.6326e+05
100,4,120,104,54,9,30,2,1,2,1,1,3.6706,1,1,1,0,1.6329e+05,1.6329e+05,1.6329e+05,1.6329e+05
100,4,122,106,60,10,36,2,1,3,1,1,0.78766,1,1,1,0,1.6332e+05,1.6332e+05,1.6332e+05,1.6332e+05
100,4,124,108,66,11,42,2,1,3,1,2,0.9806,1,1,1,0,1.634e+05,1.634e+05,1.634e+05,1.634e+05
