0.5,1
0.36216,1
0.27282,1
0.21888,1
0.29123,1
0.23003,1
0.23003,1
0.23003,1
0.23003,1
0.30062,1
0.2357,1
0.44185,1
0.46059,1
0.33337,1
0.33337,1
0.33337,1
0.33337,1
0.3819,1
0.28479,1
0.22613,1
0.19028,1
0.16774,1
0.16774,1
0.16774,1
0.16774,1
0.24573,1
0.20236,1
0.17541,1
0.15818,1
0.14689,1
0.14689,1
0.14689,1
0.14689,1
0.22575,1
0.19004,1
0.16759,1
0.15309,1
0.23179,1
0.23179,1
0.23179,1
0.23179,2
0.43807,2
0.4579,2
0.47196,2
0.62617,2
0.59144,2
0.59144,2
0.59144,2
0.59144,2
0.56639,2
0.68634,2
0.63602,2
0.72869,2
0.66874,2
0.66874,2
0.66874,2
0.66874,2
0.62278,2
0.72072,2
0.66247,2
0.74457,2
0.68138,2
0.68138,2
0.68138,2
0.68138,1
0.63227,1
0.59588,1
0.56957,1
0.55079,1
0.53748,1
0.53748,1
0.53748,1
0.53748,1
0.38321,1
0.41858,1
0.30722,1
0.23968,1
0.19864,1
0.19864,1
0.19864,1
0.19864,1
0.27373,1
0.21943,1
0.42584,1
0.3117,1
0.24238,1
0.24238,1
0.24238,1
0.24238,1
0.31086,1
0.36491,1
0.27449,1
0.33671,1
0.25746,1
0.25746,1
0.25746,1
0.25746,1
0.32313,1
0.24927,1
0.20453,1
0.17678,1
0.15907,1
0.15907,1
0.15907,1
0.15907,1
0.14747,1
0.13974,1
0.13449,1
0.1309,1
0.12842,1
0.12842,1
0.12842,1
0.12842,2
0.31998,2
0.51598,2
0.65474,2
0.61238,2
0.71443,2
0.71443,2
0.71443,2
0.71443,2
0.7757,2
0.81288,2
0.73907,2
0.79054,2
0.71952,2
0.71952,2
0.71952,2
0.71952,2
0.77876,2
0.81476,2
0.74075,2
0.79156,2
0.72039,2
0.72039,2
0.72039,2
0.72039,2
0.77928,2
0.5761,2
0.69232,2
0.64056,2
0.60194,2
0.60194,2
0.60194,2
0.60194,2
0.57392,2
0.69098,2
0.63954,2
0.45565,2
0.6153,2
0.6153,2
0.6153,2
0.6153,2
