0.5,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.4787,2
0.37761,2
0.37761,2
0.37761,2
0.37761,2
0.31001,2
0.26545,2
0.23584,2
0.55379,2
0.43012,2
0.43012,2
0.43012,2
0.43012,2
0.34483,2
0.28841,2
0.25115,2
0.22623,2
0.54408,2
0.54408,2
0.54408,2
0.54408,2
0.42317,2
0.34019,2
0.28536,2
0.24912,2
0.22486,2
0.22486,2
0.22486,2
0.22486,2
0.20835,2
0.19695,2
0.18899,2
0.18338,2
0.17939,2
0.17939,2
0.17939,2
0.17939,2
0.17654,2
0.1745,2
0.17303,2
0.17197,2
0.17121,2
0.17121,2
0.17121,2
0.17121,1
0.17066,1
0.17026,1
0.043445,1
0.23633,1
0.21619,1
0.21619,1
0.21619,1
0.21619,1
0.20238,1
0.05031,1
0.016736,1
0.032601,1
0.052393,1
0.052393,1
0.052393,1
0.052393,1
0.07335,1
0.093109,1
0.11029,1
0.12443,1
0.033632,1
0.033632,1
0.033632,1
0.033632,1
0.053564,1
0.074508,1
0.09415,1
0.11117,1
0.12514,1
0.12514,1
0.12514,1
0.12514,2
0.13618,2
0.14469,2
0.44526,2
0.35498,2
0.29509,2
0.29509,2
0.29509,2
0.29509,2
0.25558,2
0.22921,2
0.21133,2
0.19902,2
0.19044,2
0.19044,2
0.19044,2
0.19044,2
0.1844,2
0.18012,2
0.17706,2
0.17487,2
0.4859,2
0.4859,2
0.4859,2
0.4859,1
0.38253,1
0.31326,1
0.2676,1
0.23728,1
0.21683,1
0.21683,1
0.21683,1
0.21683,1
0.20283,1
0.19311,1
0.18628,1
0.18146,1
0.17802,1
0.17802,1
0.17802,1
0.17802,1
0.17556,1
0.17379,1
0.17252,1
0.17161,1
0.043733,1
0.043733,1
0.043733,1
0.043733,1
0.064532,1
0.085026,1
0.1034,1
0.11884,1
0.13124,1
0.13124,1
0.13124,1
0.13124,1
0.1409,1
0.14827,1
0.15381,1
0.15793,1
0.16097,1
0.16097,1
0.16097,1
0.16097,2
0.16321,2
0.16484,2
0.16603,2
0.1669,2
0.16754,2
0.16754,2
0.16754,2
0.16754,2
0.16799,2
0.16833,2
0.16857,2
0.16875,2
0.16887,2
0.16887,2
0.16887,2
0.16887,2
0.16897,2
0.16903,2
0.16908,2
0.16912,2
0.16914,2
0.16914,2
0.16914,2
0.16914,2
0.47861,2
0.37755,2
0.30997,2
0.26543,2
0.23582,2
0.23582,2
0.23582,2
0.23582,2
0.21584,2
0.20214,2
0.19263,2
0.18595,2
0.18122,2
0.18122,2
0.18122,2
0.18122,2
0.17785,2
0.17544,2
0.17371,2
0.17246,2
0.17156,2
0.17156,2
0.17156,2
0.17156,1
0.17091,1
0.17044,1
0.1701,1
0.16986,1
0.16968,1
0.16968,1
0.16968,1
0.16968,1
0.16955,1
0.16946,1
0.16939,1
0.16934,1
0.1693,1
0.1693,1
0.1693,1
0.1693,1
0.16928,1
0.16926,1
0.16924,1
0.16924,1
0.16923,1
0.16923,1
0.16923,1
0.16923,2
0.16922,2
0.16922,2
0.16922,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.4787,2
0.37761,2
0.31001,2
0.26545,2
0.58185,2
0.58185,2
0.58185,2
0.58185,2
0.45055,2
0.35853,2
0.29743,2
0.0713,2
0.31165,2
0.31165,2
0.31165,2
0.31165,1
0.26654,1
0.23657,1
0.21635,1
0.20249,1
0.19287,1
0.19287,1
0.19287,1
0.19287,1
0.18612,1
0.18134,1
0.17794,1
0.1755,1
0.17375,1
0.17375,1
0.17375,1
0.17375,1
0.17249,1
0.17158,1
0.17093,1
0.17045,1
0.043487,1
0.043487,1
0.043487,1
0.043487,1
0.064275,1
0.084785,1
0.10319,1
0.11867,1
0.13111,1
0.13111,1
0.13111,1
0.13111,1
0.1408,1
0.1482,1
0.15375,1
0.15789,1
0.46375,1
0.46375,1
0.46375,1
0.46375,1
0.36745,1
0.3033,1
0.26102,1
0.23287,1
0.21383,1
0.21383,1
0.21383,1
0.21383,1
0.20075,1
0.19166,1
0.18526,1
0.18073,1
0.045679,1
0.045679,1
0.045679,1
0.045679,2
0.066555,2
0.086907,2
0.10502,2
0.12016,2
0.13228,2
0.13228,2
0.13228,2
0.13228,2
0.14171,2
0.14888,2
0.15426,2
0.15827,2
0.16122,2
0.16122,2
0.16122,2
0.16122,2
0.16339,2
0.16497,2
0.16613,2
0.16697,2
0.16759,2
0.16759,2
0.16759,2
0.16759,2
0.16803,2
0.16835,2
0.16859,2
0.16876,2
0.16888,2
0.16888,2
0.16888,2
0.16888,2
0.16897,2
0.16904,2
0.16909,2
0.47854,2
0.3775,2
0.3775,2
0.3775,2
0.3775,1
0.30993,1
0.26541,1
0.23581,1
0.21583,1
0.20214,1
0.20214,1
0.20214,1
0.20214,1
0.19262,1
0.18594,1
0.18121,1
0.49374,1
0.38792,1
0.38792,1
0.38792,1
0.38792,1
0.31682,1
0.075798,1
0.095303,1
0.11214,1
0.12591,1
0.12591,1
0.12591,1
0.12591,1
0.13678,1
0.14515,1
0.15147,1
0.15619,1
0.15969,1
0.15969,1
0.15969,1
0.15969,1
0.16227,1
0.16415,1
0.16553,1
0.16654,1
0.16727,1
0.16727,1
0.16727,1
0.16727,2
0.1678,2
0.16819,2
0.16847,2
0.16867,2
0.16882,2
0.16882,2
0.16882,2
0.16882,2
0.16893,2
0.169,2
0.16906,2
0.1691,2
0.16913,2
0.16913,2
0.16913,2
0.16913,2
0.16915,2
0.16917,2
0.16918,2
0.16919,2
0.16919,2
0.16919,2
0.16919,2
0.16919,2
0.1692,2
0.1692,2
0.1692,2
0.1692,2
0.16921,2
0.16921,2
0.16921,2
0.16921,2
0.47869,2
0.37761,2
0.31,2
0.61967,2
0.80564,2
0.80564,2
0.80564,2
0.80564,1
0.64398,1
0.49792,1
0.3908,1
0.31872,1
